Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Quantity,Purchase_Date,Manufacturing_Date,Expiry_Date,Remainder_Time,Frequency,Remaining_Stock,Status,Reminder_Time
Cefprofen,Antidiabetic,Tablet,253 mg,Bayer AG,Diabetes,Over-the-Counter,,15,2025-12-06,2025-10-13,2027-10-13,,Once Daily,9,Active,08:00 AM
Metophen,Antidiabetic,Syrup,207 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,60,2025-09-25,2025-07-16,2027-07-16,,Twice Daily,33,Active,09:00 PM
Cefprofen,Antidepressant,Injection,455 mg,Eli Lilly and Company,Depression,Prescription,,60,2026-02-07,2025-09-18,2027-09-18,,Three Times Daily,58,Completed,09:00 AM
Metostatin,Antibiotic,Ointment,371 mg,Sanofi S.A.,Infection,Over-the-Counter,,30,2026-01-02,2025-08-11,2027-08-11,,Weekly,17,Completed,06:00 PM
Ibupromet,Antiviral,Ointment,377 mg,Pfizer Inc.,Fungus,Over-the-Counter,,15,2026-01-14,2025-10-18,2027-10-18,,Three Times Daily,13,Completed,08:00 AM
Acetophen,Antiseptic,Capsule,921 mg,Roche Holding AG,Diabetes,Prescription,,15,2026-03-21,2025-11-05,2027-11-05,,Twice Daily,12,Completed,09:00 PM
Ibuprovir,Antiviral,Capsule,967 mg,Eli Lilly and Company,Infection,Over-the-Counter,,30,2026-07-17,2026-05-06,2028-05-05,,Twice Daily,2,Active,08:00 AM
Dolonazole,Antiseptic,Injection,285 mg,"Gilead Sciences, Inc.",Fever,Prescription,,90,2025-09-14,2025-05-30,2027-05-30,,Twice Daily,79,Active,06:00 PM
Metonazole,Analgesic,Tablet,613 mg,"Merck & Co., Inc.",Depression,Prescription,,90,2026-06-19,2026-02-13,2028-02-13,,Twice Daily,21,Active,09:00 AM
Doloprofen,Antifungal,Drops,651 mg,Sanofi S.A.,Virus,Over-the-Counter,,120,2026-02-12,2025-12-04,2027-12-04,,Twice Daily,113,Completed,08:00 AM
Dolophen,Antipyretic,Tablet,713 mg,Sanofi S.A.,Fever,Prescription,,90,2025-10-16,2025-09-07,2027-09-07,,Once Daily,64,Active,01:00 PM
Ibuprophen,Antidepressant,Syrup,132 mg,Biogen Inc.,Diabetes,Prescription,,90,2025-09-14,2025-05-12,2027-05-12,,Weekly,87,Active,06:00 PM
Dolocillin,Analgesic,Tablet,793 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription,,90,2026-06-30,2026-01-12,2028-01-12,,Three Times Daily,79,Completed,09:00 PM
Metovir,Antifungal,Inhaler,363 mg,Novartis AG,Depression,Over-the-Counter,,15,2025-10-01,2025-05-12,2027-05-12,,Once Daily,4,Active,01:00 PM
Cefmet,Antidiabetic,Ointment,276 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,,90,2025-09-05,2025-07-06,2027-07-06,,Twice Daily,34,Completed,01:00 PM
Dolonazole,Antidiabetic,Injection,778 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,,15,2026-06-24,2026-05-08,2028-05-07,,Weekly,11,Active,06:00 PM
Amoximycin,Antifungal,Syrup,58 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,,60,2026-04-07,2026-01-30,2028-01-30,,Weekly,37,Active,09:00 AM
Cefvir,Antifungal,Inhaler,860 mg,Johnson & Johnson,Pain,Prescription,,120,2025-11-05,2025-06-22,2027-06-22,,Three Times Daily,57,Completed,09:00 AM
Metomet,Antibiotic,Injection,74 mg,Biogen Inc.,Infection,Over-the-Counter,,90,2026-02-09,2025-10-09,2027-10-09,,Weekly,34,Completed,06:00 PM
Cefphen,Antifungal,Inhaler,627 mg,CSL Limited,Fungus,Prescription,,120,2025-08-06,2025-05-30,2027-05-30,,Twice Daily,7,Completed,08:00 AM
Amoxivir,Antipyretic,Tablet,984 mg,Sanofi S.A.,Wound,Prescription,,15,2025-10-25,2025-08-11,2027-08-11,,Twice Daily,13,Completed,09:00 PM
Acetovir,Antiseptic,Inhaler,509 mg,AstraZeneca plc,Fungus,Over-the-Counter,,90,2026-07-26,2026-05-19,2028-05-18,,Once Daily,82,Active,09:00 AM
Amoxiprofen,Analgesic,Injection,119 mg,Bristol-Myers Squibb Company,Depression,Prescription,,120,2026-02-23,2026-01-18,2028-01-18,,Weekly,73,Completed,08:00 AM
Dextrostatin,Antipyretic,Cream,331 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,60,2025-09-24,2025-04-25,2027-04-25,,Once Daily,13,Completed,06:00 PM
Acetocillin,Antipyretic,Capsule,595 mg,Novartis AG,Diabetes,Prescription,,15,2026-05-19,2026-04-15,2028-04-14,,Twice Daily,3,Active,09:00 AM
Dolocillin,Antiviral,Tablet,537 mg,Bristol-Myers Squibb Company,Fever,Prescription,,30,2025-12-10,2025-06-13,2027-06-13,,Weekly,7,Completed,06:00 PM
Acetocillin,Antipyretic,Drops,850 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,60,2026-01-02,2025-09-03,2027-09-03,,Once Daily,11,Active,01:00 PM
Ibuprostatin,Antidiabetic,Drops,479 mg,GlaxoSmithKline plc,Fever,Prescription,,60,2025-11-28,2025-08-20,2027-08-20,,Weekly,13,Active,09:00 PM
Amoxiphen,Antibiotic,Ointment,670 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,15,2025-08-16,2025-05-11,2027-05-11,,Once Daily,10,Active,01:00 PM
Acetophen,Antiviral,Cream,384 mg,GlaxoSmithKline plc,Wound,Prescription,,60,2026-07-21,2026-05-27,2028-05-26,,Three Times Daily,29,Completed,09:00 AM
Cefvir,Antidiabetic,Injection,233 mg,Novartis AG,Wound,Over-the-Counter,,15,2026-07-13,2026-04-26,2028-04-25,,Weekly,15,Completed,01:00 PM
Dextroprofen,Antipyretic,Inhaler,153 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,,120,2026-06-01,2026-03-04,2028-03-03,,Three Times Daily,6,Active,09:00 AM
Acetomet,Antidepressant,Capsule,257 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,,60,2025-11-22,2025-10-13,2027-10-13,,Twice Daily,14,Active,01:00 PM
Cefmycin,Antidiabetic,Inhaler,328 mg,AbbVie Inc.,Fever,Prescription,,30,2026-02-12,2026-01-03,2028-01-03,,Twice Daily,7,Active,06:00 PM
Dolonazole,Antipyretic,Ointment,136 mg,Biogen Inc.,Depression,Over-the-Counter,,30,2026-01-08,2025-08-18,2027-08-18,,Weekly,5,Active,06:00 PM
Amoxicillin,Antiviral,Inhaler,606 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,15,2025-11-27,2025-10-14,2027-10-14,,Three Times Daily,12,Completed,09:00 PM
Dextroprofen,Antiseptic,Syrup,373 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,15,2026-05-21,2026-02-16,2028-02-16,,Three Times Daily,1,Completed,09:00 AM
Ibupromycin,Antibiotic,Cream,18 mg,CSL Limited,Fever,Over-the-Counter,,60,2025-08-09,2025-04-01,2027-04-01,,Once Daily,4,Active,01:00 PM
Claricillin,Analgesic,Tablet,103 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,,15,2026-04-12,2025-11-06,2027-11-06,,Weekly,13,Completed,06:00 PM
Dolonazole,Analgesic,Syrup,296 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,90,2026-04-18,2026-02-16,2028-02-16,,Three Times Daily,10,Active,09:00 PM
Dextronazole,Analgesic,Ointment,167 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,120,2026-06-20,2026-02-18,2028-02-18,,Once Daily,34,Active,01:00 PM
Acetoprofen,Antiseptic,Drops,458 mg,Eli Lilly and Company,Depression,Prescription,,30,2025-08-03,2025-04-12,2027-04-12,,Twice Daily,2,Active,09:00 PM
Acetomycin,Antidiabetic,Inhaler,382 mg,"Gilead Sciences, Inc.",Pain,Prescription,,60,2025-08-31,2025-04-12,2027-04-12,,Three Times Daily,34,Active,01:00 PM
Dolonazole,Antifungal,Ointment,667 mg,Bristol-Myers Squibb Company,Virus,Prescription,,90,2026-07-12,2026-06-12,2028-06-11,,Weekly,43,Active,06:00 PM
Ibuprovir,Antidepressant,Drops,857 mg,Eli Lilly and Company,Fever,Over-the-Counter,,120,2026-06-17,2026-01-31,2028-01-31,,Twice Daily,32,Active,09:00 PM
Metomet,Antiseptic,Syrup,278 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,120,2025-12-07,2025-06-22,2027-06-22,,Three Times Daily,108,Active,08:00 AM
Cefstatin,Antidepressant,Cream,352 mg,Biogen Inc.,Pain,Over-the-Counter,,30,2026-02-16,2025-12-17,2027-12-17,,Three Times Daily,4,Active,09:00 AM
Amoximycin,Antiviral,Ointment,305 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter,,60,2026-03-28,2026-01-25,2028-01-25,,Once Daily,43,Active,09:00 AM
Metonazole,Antibiotic,Capsule,906 mg,Sanofi S.A.,Infection,Over-the-Counter,,90,2025-08-25,2025-03-21,2027-03-21,,Weekly,28,Completed,06:00 PM
Acetophen,Antidiabetic,Capsule,949 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,120,2025-09-18,2025-04-24,2027-04-24,,Weekly,27,Active,09:00 AM
Clarimycin,Antifungal,Cream,626 mg,AstraZeneca plc,Infection,Prescription,,90,2026-01-27,2025-10-04,2027-10-04,,Once Daily,49,Completed,09:00 AM
Acetovir,Antidepressant,Cream,282 mg,Boehringer Ingelheim GmbH,Fever,Prescription,,15,2026-07-07,2026-06-01,2028-05-31,,Three Times Daily,7,Completed,01:00 PM
Cefmycin,Antipyretic,Capsule,822 mg,Bayer AG,Pain,Over-the-Counter,,120,2026-06-13,2026-05-09,2028-05-08,,Once Daily,108,Completed,06:00 PM
Ibuprophen,Analgesic,Capsule,771 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,15,2025-08-11,2025-06-06,2027-06-06,,Three Times Daily,2,Completed,09:00 PM
Acetomycin,Antiviral,Capsule,908 mg,Eli Lilly and Company,Depression,Over-the-Counter,,30,2026-07-26,2026-04-10,2028-04-09,,Twice Daily,28,Completed,09:00 AM
Amoxivir,Antibiotic,Cream,93 mg,GlaxoSmithKline plc,Fever,Prescription,,15,2026-01-01,2025-07-09,2027-07-09,,Twice Daily,15,Active,09:00 PM
Amoxinazole,Antipyretic,Tablet,490 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,30,2026-04-23,2026-03-09,2028-03-08,,Three Times Daily,6,Active,08:00 AM
Dolomycin,Antifungal,Drops,86 mg,Bayer AG,Depression,Prescription,,90,2026-04-12,2026-02-04,2028-02-04,,Once Daily,48,Active,09:00 PM
Metomet,Antidiabetic,Injection,921 mg,Bayer AG,Infection,Over-the-Counter,,15,2025-08-07,2025-06-02,2027-06-02,,Weekly,10,Completed,06:00 PM
Cefstatin,Antipyretic,Ointment,985 mg,Bayer AG,Virus,Prescription,,60,2026-07-15,2026-06-04,2028-06-03,,Once Daily,58,Completed,06:00 PM
Clariprofen,Antifungal,Ointment,774 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,90,2026-07-08,2026-02-24,2028-02-24,,Weekly,9,Completed,09:00 AM
Cefcillin,Antifungal,Capsule,749 mg,Biogen Inc.,Fungus,Over-the-Counter,,120,2025-12-29,2025-08-30,2027-08-30,,Weekly,64,Completed,06:00 PM
Metoprofen,Analgesic,Inhaler,713 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,,15,2026-08-01,2026-04-28,2028-04-27,,Three Times Daily,10,Completed,08:00 AM
Amoxicillin,Antifungal,Inhaler,219 mg,Bayer AG,Fungus,Prescription,,60,2025-12-30,2025-09-18,2027-09-18,,Weekly,38,Active,06:00 PM
Dextrophen,Analgesic,Ointment,258 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter,,60,2026-03-08,2025-09-16,2027-09-16,,Weekly,13,Active,06:00 PM
Amoxiphen,Antibiotic,Capsule,111 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,30,2025-09-04,2025-04-23,2027-04-23,,Once Daily,20,Completed,06:00 PM
Acetomet,Antidepressant,Capsule,19 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription,,15,2026-06-18,2026-01-07,2028-01-07,,Twice Daily,3,Completed,01:00 PM
Dextromycin,Antidepressant,Tablet,503 mg,Johnson & Johnson,Fungus,Over-the-Counter,,60,2025-09-17,2025-03-23,2027-03-23,,Three Times Daily,39,Completed,08:00 AM
Dolonazole,Antiviral,Cream,632 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,,60,2025-08-11,2025-03-19,2027-03-19,,Once Daily,40,Active,06:00 PM
Metomet,Antiseptic,Ointment,354 mg,AbbVie Inc.,Virus,Prescription,,60,2025-09-04,2025-07-03,2027-07-03,,Three Times Daily,58,Completed,01:00 PM
Dolonazole,Antiviral,Injection,521 mg,Novartis AG,Wound,Over-the-Counter,,60,2026-06-26,2026-01-04,2028-01-04,,Once Daily,41,Completed,08:00 AM
Dextrophen,Antibiotic,Capsule,132 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,,90,2025-11-27,2025-07-19,2027-07-19,,Weekly,80,Completed,09:00 PM
Amoxicillin,Antifungal,Injection,781 mg,Bayer AG,Depression,Over-the-Counter,,30,2026-05-02,2025-11-12,2027-11-12,,Three Times Daily,18,Completed,01:00 PM
Cefstatin,Antidepressant,Injection,582 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription,,120,2026-05-29,2026-01-03,2028-01-03,,Weekly,119,Active,01:00 PM
Metophen,Antiseptic,Capsule,202 mg,Johnson & Johnson,Wound,Prescription,,30,2025-09-30,2025-05-11,2027-05-11,,Three Times Daily,6,Completed,09:00 PM
Acetomycin,Analgesic,Ointment,940 mg,Johnson & Johnson,Virus,Over-the-Counter,,120,2025-11-11,2025-07-18,2027-07-18,,Weekly,15,Active,09:00 AM
Dextrostatin,Antidepressant,Syrup,89 mg,Johnson & Johnson,Virus,Prescription,,30,2026-05-19,2026-01-20,2028-01-20,,Weekly,14,Completed,09:00 AM
Amoximet,Antidepressant,Ointment,135 mg,AbbVie Inc.,Diabetes,Over-the-Counter,,90,2025-10-28,2025-09-13,2027-09-13,,Once Daily,64,Active,09:00 AM
Clarimet,Antipyretic,Syrup,815 mg,CSL Limited,Virus,Prescription,,90,2026-03-09,2025-12-21,2027-12-21,,Once Daily,48,Active,01:00 PM
Ibupromet,Antidepressant,Cream,346 mg,AstraZeneca plc,Fever,Over-the-Counter,,60,2025-12-17,2025-10-18,2027-10-18,,Once Daily,5,Active,09:00 AM
Acetonazole,Antipyretic,Drops,977 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,60,2026-05-07,2026-03-29,2028-03-28,,Twice Daily,56,Completed,08:00 AM
Dolocillin,Antiviral,Injection,431 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,120,2025-10-29,2025-08-06,2027-08-06,,Once Daily,19,Completed,09:00 PM
Amoximycin,Antifungal,Injection,355 mg,Bayer AG,Pain,Prescription,,15,2026-05-04,2025-11-11,2027-11-11,,Three Times Daily,13,Completed,09:00 AM
Doloprofen,Antiviral,Capsule,387 mg,GlaxoSmithKline plc,Fever,Prescription,,90,2026-07-18,2026-03-20,2028-03-19,,Weekly,1,Active,09:00 AM
Dolocillin,Antiseptic,Ointment,574 mg,Biogen Inc.,Depression,Over-the-Counter,,90,2026-06-01,2026-02-21,2028-02-21,,Weekly,86,Completed,08:00 AM
Dolomet,Antidiabetic,Inhaler,757 mg,Pfizer Inc.,Wound,Prescription,,60,2025-10-23,2025-07-13,2027-07-13,,Once Daily,22,Completed,06:00 PM
Dolovir,Antibiotic,Tablet,27 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,90,2025-10-08,2025-04-27,2027-04-27,,Twice Daily,12,Completed,09:00 PM
Clarimet,Antidepressant,Injection,701 mg,Roche Holding AG,Fever,Prescription,,90,2025-10-26,2025-08-21,2027-08-21,,Weekly,89,Active,01:00 PM
Acetonazole,Antidepressant,Capsule,505 mg,Sanofi S.A.,Pain,Over-the-Counter,,90,2025-09-05,2025-04-04,2027-04-04,,Twice Daily,36,Active,09:00 PM
Metomycin,Antidiabetic,Injection,945 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,,90,2025-12-19,2025-08-23,2027-08-23,,Once Daily,40,Active,09:00 PM
Metophen,Antidepressant,Syrup,878 mg,Roche Holding AG,Depression,Prescription,,30,2026-05-29,2026-04-15,2028-04-14,,Once Daily,17,Active,06:00 PM
Clarivir,Analgesic,Syrup,419 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,,60,2026-06-14,2026-05-04,2028-05-03,,Weekly,10,Completed,06:00 PM
Metoprofen,Antiviral,Tablet,647 mg,AbbVie Inc.,Infection,Over-the-Counter,,120,2025-10-23,2025-09-12,2027-09-12,,Three Times Daily,47,Active,09:00 AM
Metovir,Antiseptic,Inhaler,785 mg,Amgen Inc.,Depression,Prescription,,90,2026-05-31,2026-02-04,2028-02-04,,Weekly,90,Active,01:00 PM
Clarimycin,Antiviral,Injection,631 mg,"Merck & Co., Inc.",Virus,Prescription,,120,2026-07-01,2026-03-10,2028-03-09,,Three Times Daily,96,Active,08:00 AM
Dextromet,Antifungal,Inhaler,710 mg,Sanofi S.A.,Fungus,Prescription,,60,2026-07-16,2026-04-10,2028-04-09,,Once Daily,16,Completed,01:00 PM
Claristatin,Antiseptic,Injection,162 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,120,2025-12-08,2025-10-03,2027-10-03,,Weekly,30,Active,01:00 PM
Clarinazole,Antidepressant,Injection,731 mg,Johnson & Johnson,Depression,Over-the-Counter,,15,2026-03-29,2026-02-27,2028-02-27,,Once Daily,6,Completed,08:00 AM
Ibupronazole,Antifungal,Cream,767 mg,Eli Lilly and Company,Fever,Over-the-Counter,,120,2025-12-11,2025-09-27,2027-09-27,,Weekly,53,Active,09:00 AM
Ibupronazole,Antipyretic,Tablet,588 mg,Roche Holding AG,Pain,Over-the-Counter,,60,2026-07-05,2026-02-02,2028-02-02,,Three Times Daily,22,Completed,09:00 PM
Dextromycin,Antiviral,Capsule,166 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,120,2026-05-24,2026-03-26,2028-03-25,,Weekly,5,Active,09:00 AM
Dolocillin,Antifungal,Ointment,129 mg,Amgen Inc.,Fever,Prescription,,90,2026-05-18,2026-01-23,2028-01-23,,Twice Daily,34,Active,08:00 AM
Dolomet,Antipyretic,Ointment,421 mg,Amgen Inc.,Fever,Prescription,,90,2026-07-10,2026-02-24,2028-02-24,,Once Daily,51,Active,09:00 AM
Dolonazole,Antibiotic,Tablet,248 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,120,2025-08-31,2025-03-17,2027-03-17,,Weekly,104,Active,09:00 PM
Cefvir,Analgesic,Ointment,758 mg,AstraZeneca plc,Infection,Prescription,,30,2026-07-26,2026-03-25,2028-03-24,,Three Times Daily,1,Active,09:00 PM
Cefvir,Antibiotic,Inhaler,635 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,,90,2026-05-01,2025-12-31,2027-12-31,,Weekly,75,Active,09:00 PM
Dolostatin,Antiseptic,Syrup,606 mg,Bayer AG,Virus,Over-the-Counter,,30,2025-08-20,2025-03-17,2027-03-17,,Once Daily,14,Active,09:00 PM
Ibuprocillin,Antifungal,Cream,21 mg,CSL Limited,Depression,Prescription,,120,2026-06-09,2026-02-28,2028-02-28,,Twice Daily,40,Active,06:00 PM
Dextrocillin,Antiseptic,Ointment,550 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,,15,2025-10-30,2025-08-13,2027-08-13,,Three Times Daily,7,Completed,06:00 PM
Dextromet,Antidiabetic,Inhaler,712 mg,Sanofi S.A.,Fungus,Over-the-Counter,,120,2026-03-05,2025-10-15,2027-10-15,,Twice Daily,42,Active,01:00 PM
Metomycin,Antiviral,Ointment,165 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,30,2025-12-15,2025-10-05,2027-10-05,,Once Daily,29,Completed,09:00 AM
Acetovir,Antibiotic,Capsule,117 mg,AstraZeneca plc,Infection,Over-the-Counter,,15,2026-04-06,2025-11-19,2027-11-19,,Weekly,9,Active,08:00 AM
Cefmet,Antibiotic,Injection,502 mg,Johnson & Johnson,Fungus,Over-the-Counter,,15,2026-07-19,2026-02-13,2028-02-13,,Weekly,14,Completed,08:00 AM
Dextronazole,Antibiotic,Syrup,149 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,,15,2026-06-18,2026-01-06,2028-01-06,,Three Times Daily,14,Completed,08:00 AM
Cefmycin,Antifungal,Syrup,509 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,,30,2025-09-25,2025-05-08,2027-05-08,,Weekly,24,Active,08:00 AM
Cefcillin,Antiviral,Inhaler,964 mg,Roche Holding AG,Pain,Prescription,,90,2026-03-11,2025-10-26,2027-10-26,,Twice Daily,58,Active,09:00 PM
Cefnazole,Analgesic,Inhaler,108 mg,Amgen Inc.,Fungus,Prescription,,15,2026-03-20,2025-09-25,2027-09-25,,Weekly,13,Completed,09:00 PM
Dextrostatin,Antiviral,Injection,834 mg,Sanofi S.A.,Virus,Over-the-Counter,,30,2026-02-05,2025-12-07,2027-12-07,,Weekly,15,Active,08:00 AM
Dextrophen,Antiviral,Drops,358 mg,Johnson & Johnson,Fungus,Prescription,,60,2025-10-03,2025-04-24,2027-04-24,,Three Times Daily,17,Active,06:00 PM
Acetophen,Antibiotic,Tablet,544 mg,Sanofi S.A.,Pain,Over-the-Counter,,60,2025-08-23,2025-07-11,2027-07-11,,Weekly,31,Completed,09:00 AM
Metomet,Antipyretic,Ointment,919 mg,Pfizer Inc.,Diabetes,Prescription,,15,2026-03-16,2025-09-23,2027-09-23,,Weekly,1,Active,09:00 PM
Clarinazole,Antifungal,Ointment,460 mg,Amgen Inc.,Diabetes,Prescription,,120,2025-11-10,2025-07-29,2027-07-29,,Once Daily,51,Completed,08:00 AM
Acetomet,Antifungal,Inhaler,488 mg,Biogen Inc.,Infection,Over-the-Counter,,90,2026-01-01,2025-10-17,2027-10-17,,Twice Daily,34,Completed,06:00 PM
Cefstatin,Antipyretic,Drops,636 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,120,2025-11-03,2025-08-22,2027-08-22,,Weekly,52,Active,01:00 PM
Amoxivir,Antiseptic,Syrup,395 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,,120,2026-07-15,2026-02-24,2028-02-24,,Once Daily,80,Completed,08:00 AM
Acetophen,Antidepressant,Ointment,574 mg,Biogen Inc.,Fungus,Over-the-Counter,,30,2025-12-22,2025-08-31,2027-08-31,,Twice Daily,21,Completed,01:00 PM
Ibuprophen,Antipyretic,Tablet,714 mg,Johnson & Johnson,Virus,Over-the-Counter,,120,2025-11-07,2025-05-29,2027-05-29,,Twice Daily,93,Active,01:00 PM
Acetomet,Antipyretic,Injection,25 mg,Novo Nordisk A/S,Depression,Prescription,,15,2025-09-28,2025-06-06,2027-06-06,,Weekly,13,Active,09:00 AM
Dolophen,Antidepressant,Injection,765 mg,Roche Holding AG,Diabetes,Prescription,,30,2025-09-30,2025-08-13,2027-08-13,,Twice Daily,4,Completed,09:00 AM
Dolophen,Antifungal,Inhaler,748 mg,Johnson & Johnson,Depression,Over-the-Counter,,15,2026-02-15,2025-10-05,2027-10-05,,Weekly,1,Completed,01:00 PM
Dextromet,Antifungal,Cream,132 mg,Pfizer Inc.,Fever,Over-the-Counter,,15,2026-04-24,2026-03-12,2028-03-11,,Twice Daily,12,Completed,09:00 AM
Dextrophen,Analgesic,Inhaler,602 mg,GlaxoSmithKline plc,Wound,Prescription,,15,2025-12-31,2025-11-29,2027-11-29,,Once Daily,7,Completed,08:00 AM
Amoxistatin,Antifungal,Syrup,516 mg,"Gilead Sciences, Inc.",Depression,Prescription,,30,2025-12-17,2025-09-16,2027-09-16,,Three Times Daily,19,Completed,01:00 PM
Acetomycin,Antibiotic,Injection,906 mg,Roche Holding AG,Wound,Over-the-Counter,,15,2026-04-28,2025-12-04,2027-12-04,,Once Daily,10,Completed,08:00 AM
Ibuprostatin,Antidiabetic,Ointment,315 mg,Novo Nordisk A/S,Wound,Prescription,,120,2026-05-04,2026-03-30,2028-03-29,,Once Daily,61,Active,09:00 AM
Metoprofen,Analgesic,Syrup,27 mg,Amgen Inc.,Virus,Prescription,,30,2026-06-09,2026-01-15,2028-01-15,,Three Times Daily,10,Active,01:00 PM
Acetomycin,Antiseptic,Tablet,574 mg,Sanofi S.A.,Virus,Over-the-Counter,,120,2026-07-21,2026-05-24,2028-05-23,,Twice Daily,39,Active,09:00 PM
Cefstatin,Antiseptic,Inhaler,757 mg,Novo Nordisk A/S,Fever,Prescription,,90,2025-09-04,2025-04-23,2027-04-23,,Twice Daily,46,Active,09:00 PM
Acetophen,Antifungal,Inhaler,212 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,90,2026-02-01,2025-09-09,2027-09-09,,Twice Daily,78,Active,09:00 AM
Acetoprofen,Antiviral,Capsule,7 mg,Biogen Inc.,Diabetes,Over-the-Counter,,15,2025-08-06,2025-04-27,2027-04-27,,Weekly,3,Completed,08:00 AM
Clarimet,Antiviral,Drops,596 mg,AbbVie Inc.,Infection,Over-the-Counter,,15,2026-04-21,2025-11-06,2027-11-06,,Twice Daily,9,Active,06:00 PM
Dextrovir,Antiseptic,Capsule,730 mg,AstraZeneca plc,Fungus,Prescription,,15,2026-03-29,2025-11-25,2027-11-25,,Three Times Daily,9,Completed,06:00 PM
Metonazole,Antiseptic,Capsule,237 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,,90,2026-07-21,2026-05-07,2028-05-06,,Weekly,10,Active,01:00 PM
Acetocillin,Antidiabetic,Tablet,316 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,15,2026-02-03,2025-11-01,2027-11-01,,Once Daily,15,Completed,06:00 PM
Ibupronazole,Antidiabetic,Inhaler,26 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,60,2025-12-29,2025-09-18,2027-09-18,,Three Times Daily,52,Completed,06:00 PM
Clarinazole,Antiviral,Injection,474 mg,Amgen Inc.,Diabetes,Over-the-Counter,,120,2025-08-04,2025-03-26,2027-03-26,,Once Daily,59,Completed,06:00 PM
Ibuprocillin,Antiviral,Tablet,560 mg,Novartis AG,Pain,Over-the-Counter,,15,2025-08-29,2025-07-11,2027-07-11,,Twice Daily,15,Active,08:00 AM
Dextronazole,Antiviral,Ointment,968 mg,Johnson & Johnson,Fever,Prescription,,15,2025-12-02,2025-08-10,2027-08-10,,Twice Daily,11,Active,09:00 PM
Dolostatin,Antidiabetic,Drops,135 mg,Sanofi S.A.,Diabetes,Prescription,,60,2025-11-14,2025-10-03,2027-10-03,,Twice Daily,34,Active,09:00 AM
Dextronazole,Antipyretic,Drops,32 mg,Eli Lilly and Company,Diabetes,Prescription,,120,2026-07-03,2026-02-09,2028-02-09,,Twice Daily,11,Completed,01:00 PM
Clarinazole,Antidepressant,Capsule,768 mg,AstraZeneca plc,Infection,Over-the-Counter,,120,2026-04-24,2026-01-06,2028-01-06,,Twice Daily,53,Completed,01:00 PM
Acetovir,Antiviral,Drops,321 mg,Bayer AG,Fever,Over-the-Counter,,60,2026-01-02,2025-07-16,2027-07-16,,Weekly,35,Completed,08:00 AM
Cefphen,Analgesic,Cream,294 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,60,2025-12-24,2025-08-28,2027-08-28,,Weekly,7,Completed,08:00 AM
